# wn (scale x 1.083)	PP 75 mu 
84.7002917	0.9989533
84.7510408	0.9990938
84.8017899	0.9992258
84.8525391	0.9993464
84.9032882	0.9994527
84.9540373	0.9995424
85.0047864	0.9996139
85.0555356	0.9996669
85.1062847	0.9997017
85.1570338	0.9997194
85.2077829	0.9997228
85.2585321	0.9997138
85.3092812	0.9996958
85.3600303	0.9996707
85.4107795	0.9996408
85.4615286	0.999607
85.5122777	0.9995704
85.5630268	0.999531
85.613776	0.9994869
85.6645251	0.9994379
85.7152742	0.9993838
85.7660233	0.9993224
85.8167725	0.9992557
85.8675216	0.9991833
85.9182707	0.9991071
85.9690198	0.9990296
86.019769	0.9989539
86.0705181	0.9988819
86.1212672	0.9988168
86.1720163	0.9987593
86.2227655	0.9987106
86.2735146	0.9986702
86.3242637	0.9986361
86.3750128	0.9986065
86.425762	0.9985782
86.4765111	0.998549
86.5272602	0.9985154
86.5780094	0.9984757
86.6287585	0.9984276
86.6795076	0.9983701
86.7302567	0.9983018
86.7810059	0.9982219
86.831755	0.9981295
86.8825041	0.9980235
86.9332532	0.997902
86.9840024	0.9977648
87.0347515	0.9976109
87.0855006	0.99744
87.1362497	0.9972533
87.1869989	0.9970523
87.237748	0.9968413
87.2884971	0.9966237
87.3392462	0.9964048
87.3899954	0.9961884
87.4407445	0.9959791
87.4914936	0.9957798
87.5422428	0.9955921
87.5929919	0.9954148
87.643741	0.9952469
87.6944901	0.995084
87.7452393	0.9949226
87.7959884	0.9947575
87.8467375	0.9945846
87.8974866	0.9944005
87.9482358	0.994203
87.9989849	0.9939907
88.049734	0.993764
88.1004831	0.9935243
88.1512323	0.9932726
88.2019814	0.9930107
88.2527305	0.99274
88.3034796	0.9924619
88.3542288	0.9921759
88.4049779	0.9918826
88.455727	0.991581
88.5064762	0.9912711
88.5572253	0.9909527
88.6079744	0.9906257
88.6587235	0.9902907
88.7094727	0.9899491
88.7602218	0.9896018
88.8109709	0.9892507
88.86172	0.9888971
88.9124692	0.9885428
88.9632183	0.9881886
89.0139674	0.9878361
89.0647165	0.9874855
89.1154657	0.9871372
89.1662148	0.9867914
89.2169639	0.9864488
89.267713	0.9861094
89.3184622	0.9857724
89.3692113	0.9854385
89.4199604	0.9851072
89.4707095	0.9847772
89.5214587	0.9844474
89.5722078	0.9841164
89.6229569	0.9837821
89.6737061	0.9834421
89.7244552	0.9830943
89.7752043	0.9827358
89.8259534	0.9823651
89.8767026	0.9819805
89.9274517	0.9815812
89.9782008	0.9811665
90.0289499	0.980737
90.0796991	0.9802932
90.1304482	0.9798369
90.1811973	0.9793696
90.2319464	0.9788937
90.2826956	0.9784116
90.3334447	0.9779257
90.3841938	0.9774383
90.4349429	0.9769529
90.4856921	0.9764705
90.5364412	0.9759937
90.5871903	0.9755237
90.6379395	0.9750612
90.6886886	0.9746062
90.7394377	0.9741587
90.7901868	0.973717
90.840936	0.9732786
90.8916851	0.9728423
90.9424342	0.9724046
90.9931833	0.9719628
91.0439325	0.9715136
91.0946816	0.9710549
91.1454307	0.9705836
91.1961798	0.9700981
91.246929	0.9695969
91.2976781	0.9690798
91.3484272	0.9685473
91.3991763	0.9680005
91.4499255	0.967442
91.5006746	0.9668745
91.5514237	0.966302
91.6021729	0.9657289
91.652922	0.9651588
91.7036711	0.9645958
91.7544202	0.9640425
91.8051694	0.9635009
91.8559185	0.9629713
91.9066676	0.9624524
91.9574167	0.961942
92.0081659	0.9614368
92.058915	0.960932
92.1096641	0.9604238
92.1604132	0.9599076
92.2111624	0.959381
92.2619115	0.9588416
92.3126606	0.9582896
92.3634097	0.9577262
92.4141589	0.9571546
92.464908	0.9565786
92.5156571	0.9560024
92.5664063	0.95543
92.6171554	0.9548651
92.6679045	0.9543104
92.7186536	0.9537658
92.7694028	0.9532317
92.8201519	0.9527054
92.870901	0.9521846
92.9216501	0.9516665
92.9723993	0.951147
93.0231484	0.9506233
93.0738975	0.9500928
93.1246466	0.9495534
93.1753958	0.9490041
93.2261449	0.9484437
93.276894	0.9478729
93.3276431	0.9472924
93.3783923	0.9467033
93.4291414	0.9461074
93.4798905	0.9455069
93.5306396	0.944904
93.5813888	0.9443007
93.6321379	0.9437001
93.682887	0.9431044
93.7336362	0.9425154
93.7843853	0.9419357
93.8351344	0.9413657
93.8858835	0.9408064
93.9366327	0.9402582
93.9873818	0.9397197
94.0381309	0.9391898
94.08888	0.938666
94.1396292	0.9381456
94.1903783	0.9376252
94.2411274	0.9371013
94.2918765	0.9365706
94.3426257	0.93603
94.3933748	0.9354762
94.4441239	0.9349067
94.494873	0.9343211
94.5456222	0.9337183
94.5963713	0.9330996
94.6471204	0.9324669
94.6978696	0.9318224
94.7486187	0.9311697
94.7993678	0.9305128
94.8501169	0.9298545
94.9008661	0.9291984
94.9516152	0.9285473
95.0023643	0.9279025
95.0531134	0.9272654
95.1038626	0.9266366
95.1546117	0.9260159
95.2053608	0.9254041
95.2561099	0.9248006
95.3068591	0.9242068
95.3576082	0.9236229
95.4083573	0.9230505
95.4591064	0.9224896
95.5098556	0.9219418
95.5606047	0.921406
95.6113538	0.9208816
95.662103	0.9203656
95.7128521	0.9198546
95.7636012	0.9193444
95.8143503	0.9188299
95.8650995	0.9183054
95.9158486	0.9177674
95.9665977	0.917212
96.0173468	0.9166378
96.068096	0.9160445
96.1188451	0.9154347
96.1695942	0.9148115
96.2203433	0.91418
96.2710925	0.9135461
96.3218416	0.9129153
96.3725907	0.9122927
96.4233398	0.9116826
96.474089	0.9110882
96.5248381	0.9105109
96.5755872	0.9099512
96.6263363	0.9094085
96.6770855	0.9088808
96.7278346	0.9083658
96.7785837	0.9078609
96.8293329	0.9073626
96.880082	0.9068673
96.9308311	0.9063722
96.9815802	0.9058734
97.0323294	0.9053685
97.0830785	0.9048554
97.1338276	0.9043317
97.1845767	0.9037971
97.2353259	0.9032517
97.286075	0.9026963
97.3368241	0.9021329
97.3875732	0.9015639
97.4383224	0.900993
97.4890715	0.9004229
97.5398206	0.8998566
97.5905697	0.8992963
97.6413189	0.8987432
97.692068	0.8981972
97.7428171	0.8976572
97.7935663	0.8971216
97.8443154	0.8965878
97.8950645	0.8960534
97.9458136	0.8955163
97.9965628	0.894975
98.0473119	0.8944291
98.098061	0.8938799
98.1488101	0.8933287
98.1995593	0.8927789
98.2503084	0.8922328
98.3010575	0.8916929
98.3518066	0.8911613
98.4025558	0.8906382
98.4533049	0.8901233
98.504054	0.8896147
98.5548031	0.8891097
98.6055523	0.8886052
98.6563014	0.8880979
98.7070505	0.8875848
98.7577997	0.8870643
98.8085488	0.8865358
98.8592979	0.8860003
98.910047	0.8854598
98.9607962	0.884918
99.0115453	0.8843792
99.0622944	0.8838474
99.1130435	0.8833267
99.1637927	0.8828204
99.2145418	0.8823301
99.2652909	0.8818566
99.31604	0.8813985
99.3667892	0.8809542
99.4175383	0.8805207
99.4682874	0.8800948
99.5190365	0.8796722
99.5697857	0.8792502
99.6205348	0.8788255
99.6712839	0.878396
99.722033	0.8779598
99.7727822	0.8775167
99.8235313	0.8770664
99.8742804	0.8766095
99.9250296	0.8761474
99.9757787	0.8756813
100.0265278	0.8752123
100.0772769	0.8747422
100.1280261	0.8742725
100.1787752	0.8738037
100.2295243	0.8733367
100.2802734	0.8728727
100.3310226	0.8724113
100.3817717	0.8719535
100.4325208	0.8714994
100.4832699	0.8710489
100.5340191	0.8706029
100.5847682	0.8701616
100.6355173	0.8697252
100.6862664	0.8692949
100.7370156	0.868871
100.7877647	0.8684545
100.8385138	0.8680463
100.889263	0.8676466
100.9400121	0.867256
100.9907612	0.866874
101.0415103	0.8665
101.0922595	0.866133
101.1430086	0.8657715
101.1937577	0.8654137
101.2445068	0.865058
101.295256	0.8647032
101.3460051	0.8643484
101.3967542	0.8639929
101.4475033	0.8636374
101.4982525	0.8632821
101.5490016	0.8629279
101.5997507	0.8625758
101.6504998	0.8622256
101.701249	0.8618775
101.7519981	0.8615305
101.8027472	0.8611835
101.8534964	0.860835
101.9042455	0.8604841
101.9549946	0.860131
102.0057437	0.859776
102.0564929	0.8594208
102.107242	0.8590678
102.1579911	0.8587196
102.2087402	0.8583797
102.2594894	0.8580502
102.3102385	0.8577323
102.3609876	0.8574263
102.4117367	0.8571312
102.4624859	0.8568439
102.513235	0.8565619
102.5639841	0.8562809
102.6147332	0.8559983
102.6654824	0.8557119
102.7162315	0.8554203
102.7669806	0.8551241
102.8177297	0.8548245
102.8684789	0.8545236
102.919228	0.8542241
102.9699771	0.8539283
103.0207263	0.8536375
103.0714754	0.8533521
103.1222245	0.8530719
103.1729736	0.8527957
103.2237228	0.852521
103.2744719	0.8522465
103.325221	0.8519702
103.3759701	0.8516908
103.4267193	0.8514083
103.4774684	0.8511219
103.5282175	0.8508335
103.5789666	0.8505436
103.6297158	0.8502535
103.6804649	0.8499638
103.731214	0.8496751
103.7819631	0.8493875
103.8327123	0.8491009
103.8834614	0.8488153
103.9342105	0.8485309
103.9849597	0.8482482
104.0357088	0.8479684
104.0864579	0.847694
104.137207	0.8474272
104.1879562	0.8471709
104.2387053	0.8469279
104.2894544	0.8467008
104.3402035	0.8464909
104.3909527	0.8462986
104.4417018	0.8461239
104.4924509	0.8459647
104.5432	0.8458184
104.5939492	0.8456826
104.6446983	0.845554
104.6954474	0.8454297
104.7461965	0.8453072
104.7969457	0.8451849
104.8476948	0.8450611
104.8984439	0.8449349
104.9491931	0.8448057
104.9999422	0.8446725
105.0506913	0.8445346
105.1014404	0.8443912
105.1521896	0.8442419
105.2029387	0.8440862
105.2536878	0.8439243
105.3044369	0.8437576
105.3551861	0.8435883
105.4059352	0.8434192
105.4566843	0.8432539
105.5074334	0.8430968
105.5581826	0.8429517
105.6089317	0.8428219
105.6596808	0.842709
105.7104299	0.8426142
105.7611791	0.8425356
105.8119282	0.8424708
105.8626773	0.8424159
105.9134264	0.842367
105.9641756	0.8423193
106.0149247	0.8422687
106.0656738	0.8422126
106.116423	0.8421491
106.1671721	0.8420779
106.2179212	0.8419996
106.2686703	0.8419159
106.3194195	0.841829
106.3701686	0.8417414
106.4209177	0.8416554
106.4716668	0.8415728
106.522416	0.8414951
106.5731651	0.8414227
106.6239142	0.841356
106.6746633	0.8412946
106.7254125	0.8412384
106.7761616	0.8411866
106.8269107	0.8411389
106.8776598	0.8410954
106.928409	0.8410564
106.9791581	0.8410224
107.0299072	0.8409937
107.0806564	0.8409718
107.1314055	0.8409571
107.1821546	0.8409504
107.2329037	0.8409519
107.2836529	0.8409621
107.334402	0.8409808
107.3851511	0.8410079
107.4359002	0.8410431
107.4866494	0.8410858
107.5373985	0.8411357
107.5881476	0.8411921
107.6388967	0.8412544
107.6896459	0.8413221
107.740395	0.841394
107.7911441	0.84147
107.8418932	0.841549
107.8926424	0.8416301
107.9433915	0.8417124
107.9941406	0.8417954
108.0448898	0.841878
108.0956389	0.8419597
108.146388	0.8420395
108.1971371	0.8421181
108.2478863	0.8421939
108.2986354	0.8422676
108.3493845	0.842339
108.4001336	0.8424088
108.4508828	0.842477
108.5016319	0.8425448
108.552381	0.8426133
108.6031301	0.8426831
108.6538793	0.8427553
108.7046284	0.8428314
108.7553775	0.8429116
108.8061266	0.8429971
108.8568758	0.8430874
108.9076249	0.8431827
108.958374	0.8432822
109.0091231	0.8433856
109.0598723	0.8434917
109.1106214	0.8436
109.1613705	0.8437105
109.2121197	0.8438229
109.2628688	0.8439382
109.3136179	0.8440574
109.364367	0.8441821
109.4151162	0.8443132
109.4658653	0.8444527
109.5166144	0.8446013
109.5673635	0.8447598
109.6181127	0.8449284
109.6688618	0.8451063
109.7196109	0.8452924
109.77036	0.8454857
109.8211092	0.8456846
109.8718583	0.8458873
109.9226074	0.8460932
109.9733565	0.8463014
110.0241057	0.8465121
110.0748548	0.8467256
110.1256039	0.8469431
110.1763531	0.8471653
110.2271022	0.8473938
110.2778513	0.8476294
110.3286004	0.8478724
110.3793496	0.848123
110.4300987	0.8483804
110.4808478	0.8486431
110.5315969	0.8489099
110.5823461	0.8491781
110.6330952	0.8494459
110.6838443	0.8497114
110.7345934	0.8499728
110.7853426	0.8502297
110.8360917	0.8504819
110.8868408	0.8507297
110.9375899	0.8509751
110.9883391	0.8512191
111.0390882	0.8514645
111.0898373	0.8517127
111.1405865	0.8519664
111.1913356	0.8522269
111.2420847	0.8524952
111.2928338	0.8527715
111.343583	0.8530558
111.3943321	0.8533475
111.4450812	0.8536457
111.4958303	0.8539492
111.5465795	0.8542576
111.5973286	0.8545694
111.6480777	0.8548853
111.6988268	0.8552052
111.749576	0.8555306
111.8003251	0.8558618
111.8510742	0.8562016
111.9018233	0.8565505
111.9525725	0.8569102
112.0033216	0.8572809
112.0540707	0.8576623
112.1048198	0.8580527
112.155569	0.8584496
112.2063181	0.8588495
112.2570672	0.8592487
112.3078164	0.8596427
112.3585655	0.8600284
112.4093146	0.860403
112.4600637	0.8607653
112.5108129	0.861116
112.561562	0.8614576
112.6123111	0.8617932
112.6630602	0.8621274
112.7138094	0.8624654
112.7645585	0.862812
112.8153076	0.8631712
112.8660567	0.863546
112.9168059	0.8639375
112.967555	0.8643461
113.0183041	0.8647704
113.0690532	0.8652079
113.1198024	0.8656553
113.1705515	0.8661091
113.2213006	0.8665662
113.2720498	0.8670232
113.3227989	0.8674784
113.373548	0.8679298
113.4242971	0.8683768
113.4750463	0.8688191
113.5257954	0.8692578
113.5765445	0.8696938
113.6272936	0.8701279
113.6780428	0.8705623
113.7287919	0.8709986
113.779541	0.871438
113.8302901	0.8718815
113.8810393	0.8723301
113.9317884	0.8727835
113.9825375	0.873241
114.0332866	0.8737022
114.0840358	0.8741654
114.1347849	0.8746288
114.185534	0.8750915
114.2362832	0.8755519
114.2870323	0.8760092
114.3377814	0.8764633
114.3885305	0.8769144
114.4392797	0.8773632
114.4900288	0.8778111
114.5407779	0.878259
114.591527	0.8787084
114.6422762	0.8791609
114.6930253	0.8796174
114.7437744	0.880078
114.7945235	0.8805441
114.8452727	0.8810155
114.8960218	0.881492
114.9467709	0.8819739
114.99752	0.882461
115.0482692	0.882953
115.0990183	0.88345
115.1497674	0.8839516
115.2005166	0.8844584
115.2512657	0.8849697
115.3020148	0.8854859
115.3527639	0.8860062
115.4035131	0.8865307
115.4542622	0.8870585
115.5050113	0.8875891
115.5557604	0.8881218
115.6065096	0.8886556
115.6572587	0.8891904
115.7080078	0.8897249
115.7587569	0.8902596
115.8095061	0.8907942
115.8602552	0.8913287
115.9110043	0.8918633
115.9617534	0.8923985
116.0125026	0.892934
116.0632517	0.8934699
116.1140008	0.8940064
116.1647499	0.8945432
116.2154991	0.8950803
116.2662482	0.8956174
116.3169973	0.8961549
116.3677465	0.8966929
116.4184956	0.8972318
116.4692447	0.897772
116.5199938	0.8983143
116.570743	0.8988588
116.6214921	0.8994064
116.6722412	0.8999568
116.7229903	0.9005101
116.7737395	0.9010664
116.8244886	0.9016253
116.8752377	0.9021871
116.9259868	0.9027516
116.976736	0.9033192
117.0274851	0.9038901
117.0782342	0.9044645
117.1289833	0.9050421
117.1797325	0.9056234
117.2304816	0.906207
117.2812307	0.9067924
117.3319799	0.9073782
117.382729	0.9079634
117.4334781	0.9085467
117.4842272	0.9091272
117.5349764	0.9097052
117.5857255	0.9102812
117.6364746	0.9108563
117.6872237	0.9114324
117.7379729	0.9120113
117.788722	0.912595
117.8394711	0.913185
117.8902202	0.9137823
117.9409694	0.9143867
117.9917185	0.9149976
118.0424676	0.9156132
118.0932167	0.9162308
118.1439659	0.916848
118.194715	0.9174621
118.2454641	0.9180707
118.2962133	0.9186723
118.3469624	0.9192658
118.3977115	0.9198517
118.4484606	0.9204304
118.4992098	0.9210038
118.5499589	0.9215745
118.600708	0.9221452
118.6514571	0.9227188
118.7022063	0.9232985
118.7529554	0.9238862
118.8037045	0.9244835
118.8544536	0.9250909
118.9052028	0.9257079
118.9559519	0.926333
119.006701	0.9269634
119.0574501	0.9275964
119.1081993	0.9282286
119.1589484	0.9288564
119.2096975	0.9294768
119.2604466	0.930087
119.3111958	0.930686
119.3619449	0.9312724
119.412694	0.9318466
119.4634432	0.9324091
119.5141923	0.9329616
119.5649414	0.9335058
119.6156905	0.9340444
119.6664397	0.9345791
119.7171888	0.9351126
119.7679379	0.9356469
119.818687	0.9361844
119.8694362	0.9367265
119.9201853	0.9372748
119.9709344	0.9378304
120.0216835	0.9383938
120.0724327	0.9389654
120.1231818	0.9395452
120.1739309	0.9401326
120.22468	0.9407266
120.2754292	0.9413264
120.3261783	0.94193
120.3769274	0.9425356
120.4276766	0.9431412
120.4784257	0.9437444
120.5291748	0.9443427
120.5799239	0.9449341
120.6306731	0.9455169
120.6814222	0.9460897
120.7321713	0.9466525
120.7829204	0.9472059
120.8336696	0.9477509
120.8844187	0.9482907
120.9351678	0.9488277
120.9859169	0.9493651
121.0366661	0.9499055
121.0874152	0.9504513
121.1381643	0.9510031
121.1889134	0.9515609
121.2396626	0.9521232
121.2904117	0.9526876
121.3411608	0.953251
121.39191	0.9538108
121.4426591	0.9543636
121.4934082	0.9549081
121.5441573	0.955443
121.5949065	0.9559687
121.6456556	0.9564861
121.6964047	0.9569978
121.7471538	0.9575062
121.797903	0.9580141
121.8486521	0.9585245
121.8994012	0.9590392
121.9501503	0.9595601
122.0008995	0.9600875
122.0516486	0.9606209
122.1023977	0.9611602
122.1531468	0.9617032
122.203896	0.9622477
122.2546451	0.9627913
122.3053942	0.9633319
122.3561433	0.9638663
122.4068925	0.9643934
122.4576416	0.9649115
122.5083907	0.9654199
122.5591399	0.9659196
122.609889	0.9664119
122.6606381	0.9668993
122.7113872	0.9673842
122.7621364	0.9678692
122.8128855	0.9683568
122.8636346	0.9688486
122.9143837	0.9693441
122.9651329	0.9698423
123.015882	0.9703408
123.0666311	0.970836
123.1173802	0.9713238
123.1681294	0.9718012
123.2188785	0.9722646
123.2696276	0.9727125
123.3203767	0.9731444
123.3711259	0.9735617
123.421875	0.9739667
123.4726241	0.9743628
123.5233733	0.9747542
123.5741224	0.9751443
123.6248715	0.9755368
123.6756206	0.9759337
123.7263698	0.9763366
123.7771189	0.976746
123.827868	0.9771608
123.8786171	0.9775797
123.9293663	0.9780011
123.9801154	0.9784223
124.0308645	0.9788418
124.0816136	0.9792581
124.1323628	0.9796702
124.1831119	0.9800777
124.233861	0.9804801
124.2846101	0.9808787
124.3353593	0.9812737
124.3861084	0.9816654
124.4368575	0.9820551
124.4876067	0.9824426
124.5383558	0.9828274
124.5891049	0.9832092
124.639854	0.9835871
124.6906032	0.9839601
124.7413523	0.9843269
124.7921014	0.9846865
124.8428505	0.9850382
124.8935997	0.9853814
124.9443488	0.9857166
124.9950979	0.9860435
125.045847	0.9863631
125.0965962	0.986677
125.1473453	0.9869863
125.1980944	0.9872926
125.2488435	0.9875977
125.2995927	0.9879034
125.3503418	0.9882103
125.4010909	0.9885199
125.45184	0.9888325
125.5025892	0.9891483
125.5533383	0.9894664
125.6040874	0.9897857
125.6548366	0.9901041
125.7055857	0.9904199
125.7563348	0.9907307
125.8070839	0.9910347
125.8578331	0.9913304
125.9085822	0.9916162
125.9593313	0.9918925
126.0100804	0.9921591
126.0608296	0.9924166
126.1115787	0.9926669
126.1623278	0.9929096
126.2130769	0.9931462
126.2638261	0.9933769
126.3145752	0.993601
126.3653243	0.9938179
126.4160734	0.9940267
126.4668226	0.9942259
126.5175717	0.9944151
126.5683208	0.9945934
126.61907	0.9947615
126.6698191	0.9949202
126.7205682	0.9950711
126.7713173	0.9952164
126.8220665	0.9953591
126.8728156	0.9955011
126.9235647	0.995645
126.9743138	0.9957923
127.025063	0.9959437
127.0758121	0.9960994
127.1265612	0.9962593
127.1773103	0.9964219
127.2280595	0.9965858
127.2788086	0.9967493
127.3295577	0.9969103
127.3803068	0.9970673
127.431056	0.9972186
127.4818051	0.9973623
127.5325542	0.9974974
127.5833034	0.9976224
127.6340525	0.9977365
127.6848016	0.9978392
127.7355507	0.99793
127.7862999	0.9980095
127.837049	0.9980769
127.8877981	0.9981336
127.9385472	0.9981796
127.9892964	0.9982159
128.0400455	0.998243
128.0907946	0.9982616
128.1415437	0.9982721
128.1922929	0.9982758
128.243042	0.9982731
128.2937911	0.9982654
128.3445402	0.9982539
128.3952894	0.9982406
128.4460385	0.9982269
128.4967876	0.9982147
128.5475367	0.9982052
128.5982859	0.9981995
128.649035	0.9981979
128.6997841	0.9981994
128.7505333	0.9982032
128.8012824	0.9982069
128.8520315	0.9982066
128.9027806	0.9982001
128.9535298	0.9981839
129.0042789	0.9981553
129.055028	0.9981127
129.1057771	0.9980558
129.1565263	0.9979855
129.2072754	0.9979046
129.2580245	0.9978167
129.3087736	0.9977255
129.3595228	0.9976365
129.4102719	0.9975535
129.461021	0.9974791
129.5117701	0.9974153
129.5625193	0.9973616
129.6132684	0.9973156
129.6640175	0.9972736
129.7147667	0.9972303
129.7655158	0.99718
129.8162649	0.9971174
129.867014	0.9970378
129.9177632	0.9969379
129.9685123	0.996816
130.0192614	0.9966729
130.0700105	0.9965099
130.1207597	0.996331
130.1715088	0.9961398
130.2222579	0.9959401
130.273007	0.9957368
130.3237562	0.9955327
130.3745053	0.9953297
130.4252544	0.9951293
130.4760035	0.9949319
130.5267527	0.9947369
130.5775018	0.994543
130.6282509	0.9943497
130.6790001	0.9941552
130.7297492	0.9939592
130.7804983	0.9937607
130.8312474	0.9935596
130.8819966	0.9933552
130.9327457	0.9931479
130.9834948	0.9929371
131.0342439	0.9927226
131.0849931	0.9925038
131.1357422	0.9922802
131.1864913	0.9920501
131.2372404	0.9918133
131.2879896	0.9915681
131.3387387	0.9913143
131.3894878	0.9910511
131.4402369	0.9907782
131.4909861	0.9904959
131.5417352	0.9902047
131.5924843	0.989906
131.6432334	0.9896008
131.6939826	0.9892913
131.7447317	0.9889789
131.7954808	0.9886658
131.84623	0.9883525
131.8969791	0.9880406
131.9477282	0.9877295
131.9984773	0.9874181
132.0492265	0.9871048
132.0999756	0.9867871
132.1507247	0.9864625
132.2014738	0.9861277
132.252223	0.9857815
132.3029721	0.985422
132.3537212	0.9850487
132.4044703	0.9846625
132.4552195	0.984266
132.5059686	0.9838622
132.5567177	0.9834546
132.6074668	0.9830477
132.658216	0.9826444
132.7089651	0.9822475
132.7597142	0.9818587
132.8104634	0.9814777
132.8612125	0.9811034
132.9119616	0.9807334
132.9627107	0.9803647
133.0134599	0.9799952
133.064209	0.9796213
133.1149581	0.9792418
133.1657072	0.9788556
133.2164564	0.9784623
133.2672055	0.9780626
133.3179546	0.9776576
133.3687037	0.9772485
133.4194529	0.976837
133.470202	0.976424
133.5209511	0.97601
133.5717002	0.9755949
133.6224494	0.9751791
133.6731985	0.9747618
133.7239476	0.9743423
133.7746968	0.97392
133.8254459	0.9734944
133.876195	0.9730653
133.9269441	0.9726328
133.9776933	0.972197
134.0284424	0.9717588
134.0791915	0.9713183
134.1299406	0.9708754
134.1806898	0.9704302
134.2314389	0.9699826
134.282188	0.9695311
134.3329371	0.969075
134.3836863	0.968613
134.4344354	0.9681437
134.4851845	0.967666
134.5359336	0.9671788
134.5866828	0.9666818
134.6374319	0.966175
134.688181	0.965659
134.7389302	0.9651348
134.7896793	0.9646041
134.8404284	0.9640685
134.8911775	0.9635289
134.9419267	0.9629875
134.9926758	0.9624444
135.0434249	0.9619011
135.094174	0.9613576
135.1449232	0.9608136
135.1956723	0.9602687
135.2464214	0.9597233
135.2971705	0.9591766
135.3479197	0.9586283
135.3986688	0.958079
135.4494179	0.9575296
135.500167	0.95698
135.5509162	0.956431
135.6016653	0.9558836
135.6524144	0.955338
135.7031635	0.9547944
135.7539127	0.9542524
135.8046618	0.953712
135.8554109	0.9531723
135.9061601	0.9526321
135.9569092	0.9520898
136.0076583	0.9515446
136.0584074	0.9509953
136.1091566	0.9504405
136.1599057	0.9498793
136.2106548	0.9493116
136.2614039	0.9487379
136.3121531	0.9481583
136.3629022	0.9475744
136.4136513	0.9469882
136.4644004	0.9464015
136.5151496	0.9458171
136.5658987	0.9452365
136.6166478	0.9446621
136.6673969	0.9440947
136.7181461	0.9435343
136.7688952	0.9429809
136.8196443	0.9424329
136.8703935	0.941888
136.9211426	0.9413444
136.9718917	0.9407992
137.0226408	0.9402504
137.07339	0.9396967
137.1241391	0.9391367
137.1748882	0.9385704
137.2256373	0.9379984
137.2763865	0.9374216
137.3271356	0.9368411
137.3778847	0.9362587
137.4286338	0.9356755
137.479383	0.9350931
137.5301321	0.9345125
137.5808812	0.9339339
137.6316303	0.9333583
137.6823795	0.9327861
137.7331286	0.9322161
137.7838777	0.931648
137.8346269	0.9310809
137.885376	0.9305134
137.9361251	0.9299437
137.9868742	0.9293707
138.0376234	0.928793
138.0883725	0.9282094
138.1391216	0.9276199
138.1898707	0.9270248
138.2406199	0.9264249
138.291369	0.9258221
138.3421181	0.9252176
138.3928672	0.9246129
138.4436164	0.9240093
138.4943655	0.9234076
138.5451146	0.9228083
138.5958637	0.9222105
138.6466129	0.9216133
138.697362	0.9210166
138.7481111	0.9204194
138.7988602	0.9198214
138.8496094	0.9192232
138.9003585	0.918626
138.9511076	0.9180307
139.0018568	0.9174393
139.0526059	0.9168531
139.103355	0.9162731
139.1541041	0.9156997
139.2048533	0.9151323
139.2556024	0.91457
139.3063515	0.9140114
139.3571006	0.9134545
139.4078498	0.9128978
139.4585989	0.9123403
139.509348	0.9117808
139.5600971	0.9112185
139.6108463	0.9106535
139.6615954	0.9100861
139.7123445	0.9095163
139.7630936	0.9089442
139.8138428	0.9083705
139.8645919	0.907795
139.915341	0.9072186
139.9660902	0.9066409
140.0168393	0.9060628
140.0675884	0.9054852
140.1183375	0.9049091
140.1690867	0.9043348
140.2198358	0.9037635
140.2705849	0.9031957
140.321334	0.902631
140.3720832	0.9020695
140.4228323	0.9015102
140.4735814	0.9009517
140.5243305	0.9003936
140.5750797	0.8998339
140.6258288	0.8992729
140.6765779	0.8987103
140.727327	0.8981462
140.7780762	0.8975825
140.8288253	0.89702
140.8795744	0.896461
140.9303236	0.895907
140.9810727	0.8953595
141.0318218	0.8948191
141.0825709	0.8942869
141.1333201	0.8937621
141.1840692	0.8932444
141.2348183	0.8927329
141.2855674	0.892226
141.3363166	0.8917221
141.3870657	0.8912197
141.4378148	0.8907173
141.4885639	0.8902135
141.5393131	0.8897071
141.5900622	0.8891972
141.6408113	0.8886836
141.6915604	0.888166
141.7423096	0.8876451
141.7930587	0.8871222
141.8438078	0.8865979
141.8945569	0.8860748
141.9453061	0.8855548
141.9960552	0.8850401
142.0468043	0.8845324
142.0975535	0.8840337
142.1483026	0.8835446
142.1990517	0.8830655
142.2498008	0.8825962
142.30055	0.882135
142.3512991	0.8816803
142.4020482	0.8812296
142.4527973	0.8807802
142.5035465	0.8803302
142.5542956	0.8798776
142.6050447	0.8794206
142.6557938	0.8789595
142.706543	0.8784941
142.7572921	0.8780263
142.8080412	0.8775576
142.8587903	0.8770905
142.9095395	0.8766274
142.9602886	0.876171
143.0110377	0.8757229
143.0617869	0.8752842
143.112536	0.8748558
143.1632851	0.8744379
143.2140342	0.8740288
143.2647834	0.8736284
143.3155325	0.873234
143.3662816	0.8728442
143.4170307	0.8724575
143.4677799	0.8720719
143.518529	0.8716854
143.5692781	0.8712975
143.6200272	0.8709059
143.6707764	0.8705094
143.7215255	0.8701072
143.7722746	0.8696977
143.8230237	0.8692809
143.8737729	0.8688561
143.924522	0.8684234
143.9752711	0.8679843
144.0260203	0.8675401
144.0767694	0.8670931
144.1275185	0.866646
144.1782676	0.8662018
144.2290168	0.8657635
144.2797659	0.8653339
144.330515	0.8649151
144.3812641	0.8645082
144.4320133	0.8641143
144.4827624	0.8637331
144.5335115	0.8633636
144.5842606	0.863004
144.6350098	0.8626532
144.6857589	0.8623086
144.736508	0.8619688
144.7872571	0.8616313
